# Simulation 9 (Data loaded from a file)
# 493 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.123,430.488,27.451,-10.161,27.566,10.161,18.565,0.005,18.565,0.0147422041,2.516,0.064,28.590593977,-80.6151617749,9.791,0.0119289813,3.8382442696e-6,2.8647889757,0.2291831181,4874,247,0.875,0.006,119.2,82.6,3.665,0.082,3.075e6,0,1.826,0.511,0.511,0.33,0.15,0.03,0.002,0.004,3.17e-4,0,0,0,0,0.004,0.004,10,80,80.5005702159,0.0220244976,2.075,12.202,962.8,338.693,0.05,0.078
7.173,431.848,26.944,-10.137,27.061,10.138,18.69,0.005,18.69,0.0148338773,2.511,0.129,28.590593977,-80.6151617749,9.791,0.5156620156,4.6501254653e-6,-2.6929016371,0.0052494393,4874,247,0.875,0.006,118.6,82.6,3.602,0.081,3.021e6,0,1.765,0.511,0.511,0.33,0.15,0.03,0.095,0.346,-4.87e-4,0,0,0,0,-0.004,0.003,10,80,80.6151617749,0.0222708695,2.194,12.193,962.6,338.688,0.05,0.078
7.223,433.182,26.438,-10.12,26.556,10.121,18.816,0.005,18.816,0.0149312801,2.503,0.159,28.590593977,-80.6151617749,9.791,0.8594366927,4.3699491035e-6,-2.0626480625,0.003719069,4874,247,0.875,0.006,118.3,82.6,3.569,0.079,2.966e6,0,1.702,0.511,0.512,0.33,0.15,0.03,0.148,0.531,-1.957e-4,0,0,0,0,-0.002,0.003,10,80,80.7297533339,0.0221734667,2.196,12.184,962.4,338.683,0.05,0.078
7.273,434.491,25.932,-10.105,26.052,10.106,18.941,0.005,18.941,0.015028683,2.495,0.173,28.590593977,-80.6151617749,9.791,0.9740282517,4.1218583782e-6,-1.6042818264,0.0032503896,4874,247,0.875,0.006,118.1,82.6,3.55,0.078,2.909e6,0,1.64,0.511,0.512,0.33,0.15,0.03,0.179,0.637,-4.52e-4,0,0,0,0,-0.001,0.003,10,80,80.844344893,0.0217953145,2.147,12.176,962.3,338.677,0.05,0.078
7.323,435.775,25.427,-10.087,25.548,10.089,19.065,0.005,19.065,0.0151260858,2.485,0.21,28.590593977,-80.6151617749,9.791,1.3750987083,4.4581846039e-6,-0.7448451337,0.0025015337,4874,247,0.875,0.006,117.7,82.6,3.509,0.076,2.855e6,0,1.583,0.511,0.513,0.33,0.15,0.03,0.249,0.872,-4.203e-4,0,0,0,0,-3.268e-4,0.003,10,80,80.9016406725,0.021165061,2.21,12.167,962.1,338.672,0.05,0.079
7.373,437.034,24.923,-10.072,25.046,10.075,19.189,0.005,19.189,0.0152292182,2.475,0.23,28.590593977,-80.6151617749,9.791,1.6042818264,4.1407659854e-6,0.1718873385,0.0029833912,4874,247,0.875,0.006,117.4,82.6,3.482,0.075,2.8e6,0,1.526,0.511,0.514,0.33,0.15,0.03,0.296,1.029,-2.127e-4,0,0,0,0,1.374e-5,0.003,10,80,80.9016406725,0.0203400017,2.231,12.159,962,338.667,0.05,0.106
7.423,438.268,24.42,-10.058,24.544,10.061,19.313,0.005,19.313,0.015326621,2.463,0.243,28.590593977,-80.6151617749,9.791,1.7761691649,4.4581846039e-6,1.2605071493,0.0030532921,4874,247,0.875,0.006,117.2,82.6,3.462,0.073,2.746e6,0,1.47,0.51,0.515,0.33,0.15,0.03,0.332,1.149,-1.118e-4,0,0,0,0,9.605e-4,0.003,10,80,80.9016406725,0.0193201369,2.246,12.151,961.8,338.663,0.05,0.106
7.473,439.476,23.917,-10.046,24.043,10.049,19.435,0.005,19.435,0.0154240238,2.451,0.238,28.590593977,-80.6151617749,9.791,1.8334649444,3.9133017407e-6,2.2918311805,0.0028321304,4874,247,0.875,0.006,117.2,82.6,3.458,0.072,2.69e6,0,1.412,0.51,0.515,0.33,0.15,0.03,0.34,1.172,-4.27e-4,0,0,0,0,0.003,0.003,10,80,80.7870491134,0.0182085987,2.217,12.143,961.7,338.658,0.05,0.106
7.523,440.659,23.415,-10.036,23.542,10.038,19.558,0.005,19.558,0.0155271562,2.439,0.227,28.590593977,-80.6151617749,9.791,1.8334649444,3.4641028294e-6,3.3231552118,0.0033031017,4874,247,0.875,0.006,117.2,82.6,3.46,0.07,2.635e6,0,1.354,0.51,0.515,0.33,0.15,0.03,0.337,1.159,4.241e-4,0,0,0,0,0.008,0.003,10,80,80.6724575544,0.0170741423,2.184,12.136,961.6,338.653,0.05,0.107
7.573,441.818,22.914,-10.026,23.042,10.028,19.679,0.005,19.679,0.0156245591,2.428,0.207,28.590593977,-80.6151617749,9.791,1.7188733854,3.6703676356e-6,4.239887684,0.0036130719,4874,247,0.875,0.006,117.3,82.6,3.471,0.069,2.579e6,0,1.295,0.51,0.515,0.33,0.15,0.03,0.315,1.081,2.7e-4,0,0,0,0,0.013,0.003,10,80,80.5005702159,0.0160027112,2.128,12.128,961.4,338.649,0.05,0.107
7.623,442.951,22.413,-10.014,22.543,10.016,19.8,0.005,19.8,0.0157276915,2.418,0.216,28.590593977,-80.6151617749,9.791,1.8907607239,4.8924866126e-6,5.0993243767,0.0042421795,4874,247,0.875,0.006,117.1,82.6,3.454,0.068,2.525e6,0,1.245,0.51,0.516,0.33,0.15,0.03,0.348,1.183,-1.145e-4,0,0,0,0,0.019,0.003,10,80,80.2140913183,0.015028683,2.202,12.121,961.3,338.644,0.05,0.108
7.673,444.059,21.912,-10.002,22.044,10.005,19.921,0.006,19.921,0.0158250943,2.406,0.214,28.590593977,-80.6151617749,9.791,1.9480565034,3.9946617477e-6,6.1879441874,0.0044031807,4874,247,0.875,0.006,117.1,82.6,3.447,0.066,2.472e6,0,1.193,0.51,0.516,0.331,0.15,0.03,0.36,1.212,1.975e-4,0,0,0,0,0.029,0.003,10,80,79.9276124207,0.0141635167,2.248,12.114,961.2,338.64,0.05,0.108
7.723,445.142,21.412,-9.996,21.546,9.998,20.041,0.006,20.041,0.0159224971,2.397,0.178,28.590593977,-80.6151617749,9.791,1.6042818264,3.8233473669e-6,6.8754935416,0.005620716,4874,247,0.875,0.006,117.4,82.6,3.48,0.065,2.415e6,0,1.136,0.51,0.514,0.331,0.15,0.03,0.299,1.001,4.075e-4,0,0,0,0,0.039,0.003,10,80,79.6411335232,0.0134072124,2.155,12.107,961,338.635,0.05,0.108
7.773,446.2,20.913,-9.988,21.049,9.989,20.161,0.006,20.161,0.0160199,2.388,0.156,28.590593977,-80.6151617749,9.791,1.4323944878,4.4238071362e-6,7.6203386752,0.0072192682,4874,247,0.875,0.006,117.6,82.6,3.5,0.063,2.361e6,0,1.083,0.51,0.513,0.331,0.15,0.03,0.264,0.873,-3.106e-4,0,0,0,0,0.049,0.003,10,80,79.2400630666,0.0127769588,2.127,12.1,960.9,338.631,0.05,0.108
7.823,447.233,20.414,-9.98,20.552,9.981,20.28,0.006,20.28,0.0161230324,2.381,0.138,28.590593977,-80.6151617749,9.791,1.3178029288,2.9971422263e-6,8.1360006909,0.0086688514,4874,247,0.875,0.006,117.8,82.6,3.517,0.062,2.306e6,0,1.032,0.51,0.513,0.331,0.15,0.03,0.234,0.762,3.746e-4,0,0,0,0,0.059,0.003,10,80,78.8962883895,0.0122555672,2.114,12.093,960.8,338.627,0.05,0.109
7.873,448.241,19.915,-9.973,20.056,9.974,20.399,0.006,20.399,0.0162204352,2.375,0.119,28.590593977,-80.6151617749,9.791,1.0886198107,5.7295779513e-6,8.594366927,0.0111268404,4874,247,0.875,0.006,118,82.6,3.538,0.06,2.251e6,0,0.983,0.51,0.512,0.331,0.15,0.03,0.197,0.627,-2.168e-4,0,0,0,0,0.069,0.003,10,80,78.4379221534,0.0118774151,2.092,12.086,960.7,338.623,0.05,0.109
7.923,449.225,19.416,-9.967,19.56,9.968,20.517,0.006,20.517,0.016317838,2.369,0.094,28.590593977,-80.6151617749,9.791,0.8021409132,3.7035991877e-6,8.8808458245,0.0158823901,4874,247,0.875,0.006,118.3,82.6,3.572,0.059,2.196e6,0,0.933,0.51,0.511,0.331,0.15,0.03,0.141,0.427,1.119e-4,0,0,0,0,0.078,0.003,10,80,78.0368516968,0.0116310432,2.034,12.08,960.6,338.619,0.05,0.109
7.973,450.183,18.918,-9.96,19.065,9.96,20.636,0.006,20.636,0.0164152408,2.365,0.084,28.590593977,-80.6151617749,9.791,0.6875493542,4.899935064e-6,9.1100289426,0.0193545143,4874,247,0.875,0.006,118.4,82.6,3.584,0.057,2.143e6,0,0.888,0.51,0.511,0.331,0.15,0.03,0.122,0.35,3.881e-5,0,0,0,0,0.086,0.002,10,80,77.5784854607,0.0115279108,2.045,12.074,960.5,338.616,0.05,0.11
8.023,451.116,18.42,-9.951,18.571,9.951,20.754,0.006,20.754,0.0165069141,2.361,0.082,28.590593977,-80.6151617749,9.791,0.6875493542,5.2677739684e-6,9.3392120606,0.0192800298,4874,247,0.875,0.006,118.4,82.6,3.583,0.056,2.09e6,0,0.845,0.51,0.511,0.331,0.149,0.03,0.123,0.346,-4.477e-5,0,0,0,0,0.094,0.002,10,80,77.1201192246,0.0115279108,2.092,12.068,960.3,338.612,0.05,0.11
8.073,452.025,17.923,-9.945,18.077,9.945,20.872,0.006,20.872,0.0166043169,2.357,0.064,28.590593977,-80.6151617749,9.791,0.4583662361,3.9006966693e-6,9.5110993992,0.0325440028,4874,247,0.875,0.006,118.7,82.6,3.613,0.055,2.035e6,0,0.801,0.51,0.51,0.331,0.149,0.03,0.076,0.172,-1.515e-5,0,0,0,0,0.103,0.002,10,80,76.604457209,0.0116138545,2.046,12.062,960.2,338.608,0.05,0.11
8.123,452.909,17.426,-9.941,17.584,9.942,20.99,0.006,20.99,0.0167017197,2.355,0.041,28.590593977,-80.6151617749,9.791,0.0278743967,4.1659761284e-6,9.4538036197,0.5729577951,4874,247,0.875,0.006,119.2,82.6,3.661,0.053,1.979e6,0,0.757,0.51,0.51,0.331,0.149,0.03,0.005,-0.04,1.999e-4,0,0,0,0,0.057,0.002,10,80,76.1460909729,0.0117284461,1.948,12.056,960.1,338.605,0.05,0.11
8.173,453.768,16.929,-9.935,17.091,9.935,21.107,0.006,21.107,0.016793393,2.353,0.032,28.590593977,-80.6151617749,9.791,0.114591559,3.3031016889e-6,-9.3965078401,0.114591559,4874,247,0.875,0.006,119.1,82.6,3.648,0.052,1.925e6,0,0.716,0.51,0.51,0.331,0.149,0.03,0.025,0.202,-3.049e-4,0,0,0,0,-0.113,0.002,10,80,75.6877247368,0.0118888742,1.922,12.051,960,338.602,0.05,0.111
8.223,454.602,16.432,-9.927,16.6,9.927,21.225,0.006,21.225,0.0168907958,2.351,0.03,28.590593977,-80.6151617749,9.791,0.1718873385,3.8857997666e-6,-9.3392120606,0.114591559,4874,247,0.875,0.006,119.1,82.6,3.646,0.05,1.872e6,0,0.677,0.51,0.51,0.331,0.149,0.03,0.027,0.216,4.29e-4,0,0,0,0,-0.117,0.002,10,80,75.2293585007,0.0122899447,1.937,12.045,959.9,338.598,0.05,0.111
8.273,455.411,15.936,-9.922,16.108,9.922,21.343,0.006,21.343,0.016982469,2.35,0.021,28.590593977,-80.6151617749,9.791,0.3437746771,3.9620031533e-6,-9.2246205016,0.0435562516,4874,247,0.875,0.006,118.8,82.6,3.622,0.049,1.818e6,0,0.639,0.51,0.51,0.331,0.149,0.03,0.062,0.349,-6.74e-6,0,0,0,0,-0.122,0.002,10,80,74.7709922646,0.0128514433,1.888,12.04,959.8,338.595,0.05,0.111
8.323,456.195,15.44,-9.915,15.618,9.915,21.46,0.006,21.46,0.0170798719,2.349,0.016,28.590593977,-80.6151617749,9.791,0.4583662361,4.868995343e-6,-8.9954373836,0.0309569097,4874,247,0.875,0.006,118.7,82.6,3.607,0.047,1.764e6,0,0.602,0.51,0.51,0.331,0.149,0.03,0.085,0.429,-2.801e-4,0,0,0,0,-0.124,0.002,10,80,74.3126260285,0.0135332631,1.852,12.035,959.7,338.592,0.05,0.112
8.373,456.955,14.945,-9.904,15.128,9.904,21.577,0.006,21.577,0.0171715451,2.348,0.029,28.590593977,-80.6151617749,9.791,0.114591559,5.2620443905e-6,-8.938141604,0.0572957795,4874,247,0.875,0.006,119.1,82.6,3.648,0.046,1.714e6,0,0.568,0.51,0.51,0.331,0.149,0.03,0.024,0.216,-2.134e-4,0,0,0,0,-0.128,0.002,10,80,73.8542597924,0.0142666491,1.942,12.03,959.7,338.589,0.05,0.112
8.423,457.69,14.45,-9.895,14.639,9.895,21.695,0.007,21.695,0.0172632184,2.346,0.036,28.590593977,-80.6151617749,9.791,0.114591559,4.5097508055e-6,8.8808458245,0.114591559,4874,247,0.875,0.006,119.1,82.6,3.653,0.045,1.663e6,0,0.534,0.51,0.51,0.331,0.149,0.03,0.016,-0.077,2.302e-4,0,0,0,0,0.135,0.002,10,80,73.3958935563,0.0151146266,1.986,12.025,959.6,338.586,0.05,0.112
8.473,458.4,13.955,-9.885,14.151,9.885,21.812,0.007,21.812,0.0173548916,2.344,0.048,28.590593977,-80.6151617749,9.791,0.4583662361,3.8863727244e-6,8.8808458245,0.0094022374,4874,247,0.875,0.006,118.7,82.6,3.61,0.043,1.613e6,0,0.503,0.51,0.51,0.331,0.149,0.03,0.081,0.149,2.875e-5,0,0,0,0,0.144,0.002,10,80,72.9375273202,0.0159683338,2.057,12.02,959.5,338.583,0.05,0.112
8.523,459.085,13.461,-9.877,13.663,9.877,21.929,0.007,21.929,0.0174522944,2.342,0.051,28.590593977,-80.6151617749,9.791,0.6302535746,4.9451987298e-6,8.9954373836,0.0028802588,4874,247,0.875,0.006,118.5,82.6,3.591,0.042,1.561e6,0,0.471,0.51,0.51,0.331,0.149,0.03,0.11,0.237,-3.379e-4,0,0,0,0,0.157,0.002,10,80,72.5364568636,0.0167991226,2.061,12.016,959.4,338.581,0.05,0.112
8.573,459.746,12.967,-9.871,13.177,9.871,22.046,0.007,22.046,0.0175439677,2.339,0.049,28.590593977,-80.6151617749,9.791,0.6875493542,4.186602609e-6,8.9954373836,1.8815933992e-4,4874,247,0.875,0.006,118.5,82.6,3.586,0.04,1.508e6,0,0.44,0.51,0.511,0.331,0.149,0.03,0.117,0.251,-1.887e-4,0,0,0,0,0.169,0.002,10,80,72.0780906275,0.0175955339,2.025,12.012,959.3,338.578,0.05,0.113
8.623,460.382,12.474,-9.862,12.691,9.862,22.163,0.007,22.163,0.0176356409,2.337,0.056,28.590593977,-80.6151617749,9.791,0.9740282517,4.4799570001e-6,9.1100289426,-0.0034188392,4874,247,0.875,0.006,118.1,82.6,3.549,0.039,1.457e6,0,0.412,0.51,0.511,0.331,0.149,0.03,0.178,0.447,1.064e-4,0,0,0,0,0.185,0.002,10,80,71.6197243914,0.0183575678,2.053,12.008,959.3,338.575,0.05,0.113
8.673,460.993,11.981,-9.855,12.206,9.856,22.28,0.007,22.28,0.0177273142,2.334,0.056,28.590593977,-80.6151617749,9.791,1.0886198107,4.8890488659e-6,9.2819162811,-0.0047750303,4874,247,0.875,0.006,117.9,82.6,3.535,0.038,1.405e6,0,0.383,0.51,0.512,0.331,0.149,0.03,0.2,0.501,8.41e-5,0,0,0,0,0.205,0.002,10,80,71.1613581552,0.0190909537,2.019,12.004,959.2,338.573,0.05,0.113
8.723,461.58,11.488,-9.849,11.723,9.849,22.397,0.007,22.397,0.0178189874,2.331,0.056,28.590593977,-80.6151617749,9.791,1.2605071493,3.9620031533e-6,9.3392120606,-0.0057639554,4874,247,0.875,0.006,117.8,82.6,3.521,0.036,1.352e6,0,0.355,0.51,0.512,0.331,0.149,0.03,0.225,0.564,-2.358e-4,0,0,0,0,0.227,0.002,10,80,70.7029919191,0.0197785031,1.978,12,959.1,338.571,0.05,0.113
8.773,462.142,10.996,-9.844,11.24,9.844,22.513,0.007,22.513,0.0179163903,2.328,0.055,28.590593977,-80.6151617749,9.791,1.3750987083,4.6644494102e-6,9.5110993992,-0.0062108625,4874,247,0.875,0.006,117.7,82.6,3.507,0.035,1.299e6,0,0.33,0.512,0.515,0.333,0.149,0.03,0.249,0.621,-4.95e-4,0,0,0,0,0.254,0.001,10,80,70.1873299035,0.020431675,1.929,11.996,959,338.569,0.05,0.114
8.823,462.68,10.504,-9.837,10.758,9.838,22.629,0.007,22.629,0.0180080635,2.326,0.057,28.590593977,-80.6151617749,9.791,1.6615776059,4.1791541577e-6,9.6256909582,-0.0066291217,4874,247,0.875,0.006,117.4,82.6,3.478,0.033,1.247e6,0,0.306,0.515,0.519,0.336,0.149,0.03,0.3,0.763,4.904e-5,0,0,0,0,0.281,0.001,10,80,69.7289636674,0.0210447398,1.899,11.993,959,338.566,0.05,0.114
8.873,463.193,10.012,-9.827,10.278,9.827,22.746,0.007,22.746,0.0180997367,2.322,0.074,28.590593977,-80.6151617749,9.791,2.5783100781,4.4788110845e-6,9.7975782967,-0.0070702992,4874,247,0.875,0.006,116.4,82.6,3.381,0.032,1.202e6,0,0.288,0.517,0.527,0.338,0.149,0.03,0.489,1.338,-8.219e-5,0,0,0,0,0.316,0.001,10,80,69.2705974313,0.0216176976,1.998,11.989,958.9,338.564,0.05,0.114
8.923,463.681,9.521,-9.82,9.8,9.82,22.862,0.007,22.862,0.01819141,2.318,0.079,28.590593977,-80.6151617749,9.791,3.1512678732,4.4736544644e-6,10.0840571943,-0.0070760288,4874,247,0.875,0.006,115.9,82.6,3.328,0.031,1.152e6,0,0.268,0.52,0.534,0.341,0.149,0.03,0.602,1.64,-4.333e-4,0,0,0,0,0.364,0.001,10,80,68.7549354157,0.0221562779,1.997,11.986,958.9,338.562,0.05,0.114
8.973,464.145,9.03,-9.815,9.322,9.815,22.977,0.007,22.977,0.0182888128,2.314,0.078,28.590593977,-80.6151617749,9.791,3.4377467708,3.6210932652e-6,10.3705360919,-0.0069728964,4874,247,0.875,0.006,115.6,82.6,3.298,0.029,1.1e6,0,0.247,0.523,0.54,0.344,0.149,0.03,0.67,1.791,-4.031e-5,0,0,0,0,0.418,0.001,10,80,68.2392734001,0.0226604808,1.936,11.983,958.8,338.561,0.05,0.115
9.023,464.584,8.54,-9.806,8.847,9.807,23.093,0.007,23.093,0.0183804861,2.31,0.09,28.590593977,-80.6151617749,9.791,4.4117750225,4.418650516e-6,10.6570149894,-0.0068640344,4874,247,0.875,0.006,114.7,82.6,3.211,0.028,1.053e6,0,0.232,0.526,0.552,0.347,0.149,0.03,0.885,2.36,4.744e-4,0,0,0,0,0.483,0.001,10,80,67.7236113845,0.0231303062,1.984,11.98,958.8,338.559,0.05,0.115
9.073,464.999,8.05,-9.799,8.373,9.8,23.208,0.007,23.208,0.0184721593,2.306,0.096,28.590593977,-80.6151617749,9.791,5.2139159357,4.2461902197e-6,11.0007896665,-0.0067265245,4874,247,0.875,0.006,114,82.6,3.144,0.027,1.005e6,0,0.216,0.529,0.565,0.35,0.149,0.03,1.07,2.798,2.972e-4,0,0,0,0,0.567,0.001,10,80,67.1506535893,0.0235714837,1.98,11.978,958.7,338.557,0.05,0.115
9.123,465.389,7.56,-9.794,7.902,9.794,23.324,0.008,23.324,0.0185695621,2.301,0.098,28.590593977,-80.6151617749,9.791,5.9014652898,4.6094454618e-6,11.3445643436,-0.0064228569,4874,247,0.875,0.006,113.5,82.6,3.087,0.026,9.549e5,0,0.2,0.533,0.577,0.354,0.149,0.03,1.241,3.165,-2.81e-4,0,0,0,0,0.666,0.001,10,80,66.6349915737,0.0239782837,1.94,11.975,958.7,338.556,0.05,0.116
9.173,465.755,7.07,-9.786,7.434,9.787,23.438,0.008,23.438,0.0186612354,2.296,0.107,28.590593977,-80.6151617749,9.791,7.0473808801,4.2524927555e-6,11.7456348002,-0.0063197245,4874,247,0.875,0.006,112.6,82.6,2.999,0.024,9.088e5,0,0.187,0.536,0.597,0.357,0.149,0.03,1.535,3.819,-8.589e-6,0,0,0,0,0.786,9.651e-4,10,80,66.0620337786,0.0243564359,1.956,11.973,958.6,338.554,0.05,0.116
9.223,466.096,6.581,-9.778,6.968,9.779,23.553,0.008,23.553,0.0187586382,2.29,0.115,28.590593977,-80.6151617749,9.791,8.3078880294,4.2307203592e-6,12.1467052568,-0.0061134597,4874,247,0.875,0.006,111.7,82.6,2.91,0.023,8.633e5,0,0.175,0.54,0.619,0.361,0.149,0.03,1.881,4.541,-3.461e-4,0,0,0,0,0.932,9.063e-4,10,80,65.4317802039,0.0247059401,1.966,11.97,958.6,338.553,0.05,0.116
9.273,466.413,6.093,-9.768,6.507,9.769,23.667,0.008,23.667,0.0188503115,2.284,0.13,28.590593977,-80.6151617749,9.791,10.1413529738,4.1997806383e-6,12.5477757134,-0.0060160568,4874,247,0.875,0.006,110.5,82.6,2.793,0.022,8.227e5,0,0.166,0.544,0.649,0.365,0.149,0.03,2.413,5.638,4.917e-4,0,0,0,0,1.101,8.481e-4,10,80,64.8015266293,0.0250267965,2.037,11.968,958.5,338.552,0.05,0.117
9.323,466.705,5.605,-9.755,6.05,9.756,23.782,0.008,23.782,0.0189477143,2.277,0.15,28.590593977,-80.6151617749,9.791,12.4331841543,4.1751434531e-6,13.063437729,-0.0059243836,4874,247,0.875,0.006,109.3,82.6,2.666,0.021,7.863e5,0,0.16,0.547,0.682,0.368,0.149,0.03,3.13,7.037,-4.652e-4,0,0,0,0,1.307,7.906e-4,10,80,64.1712730547,0.025319005,2.144,11.966,958.5,338.551,0.05,0.117
9.373,466.973,5.117,-9.745,5.598,9.747,23.895,0.008,23.895,0.0190393875,2.269,0.161,28.590593977,-80.6151617749,9.791,14.3812406578,4.2375958528e-6,13.6363955241,-0.0056894709,4874,247,0.875,0.006,108.3,82.6,2.57,0.02,7.455e5,0,0.149,0.551,0.706,0.372,0.149,0.03,3.791,8.162,-2.414e-4,0,0,0,0,1.581,7.339e-4,10,80,63.54101948,0.0255825656,2.161,11.965,958.5,338.549,0.05,0.117
9.423,467.217,4.63,-9.737,5.153,9.739,24.008,0.008,24.008,0.0191367904,2.261,0.166,28.590593977,-80.6151617749,9.791,16.2720013817,4.2937457167e-6,14.2093533192,-0.0053743441,4874,247,0.875,0.006,107.5,82.6,2.487,0.019,7.027e5,0,0.135,0.555,0.721,0.377,0.149,0.03,4.474,9.198,3.949e-4,0,0,0,0,1.928,6.783e-4,10,80,62.7961743463,0.0258117487,2.128,11.963,958.5,338.549,0.05,0.117
9.473,467.436,4.143,-9.729,4.716,9.73,24.121,0.008,24.121,0.0192284636,2.253,0.171,28.590593977,-80.6151617749,9.791,18.4492410032,4.1522251413e-6,14.7823111144,-0.0050752601,4874,247,0.875,0.006,106.6,82.6,2.403,0.018,6.611e5,0,0.12,0.56,0.727,0.381,0.149,0.03,5.297,10.376,1.571e-5,0,0,0,0,2.356,6.239e-4,10,80,62.1086249922,0.0260237431,2.09,11.962,958.4,338.548,0.05,0.118
9.523,467.631,3.657,-9.723,4.291,9.724,24.234,0.008,24.234,0.0193258664,2.244,0.17,28.590593977,-80.6151617749,9.791,20.6837764042,4.231293317e-6,15.29797313,-0.0046793463,4874,247,0.875,0.006,105.9,82.6,2.326,0.017,6.185e5,0,0.105,0.566,0.725,0.387,0.149,0.03,6.101,10.802,-2.021e-4,0,0,0,0,2.899,5.712e-4,10,80,61.3637798585,0.0262070895,2.017,11.96,958.4,338.547,0.05,0.118
9.573,467.802,3.171,-9.716,3.88,9.718,24.346,0.008,24.346,0.0194232693,2.236,0.171,28.590593977,-80.6151617749,9.791,23.9496358365,4.0995130242e-6,15.7563393661,-0.0044776652,4874,247,0.875,0.006,104.9,82.6,2.231,0.016,5.853e5,0,0.092,0.57,0.706,0.391,0.149,0.03,6.965,9.339,-3.698e-4,0,0,0,0,3.427,5.206e-4,10,80,60.5616389453,0.0263789769,2.029,11.959,958.4,338.546,0.05,0.118
9.623,467.949,2.686,-9.705,3.489,9.707,24.457,0.008,24.457,0.0195149425,2.227,0.18,28.590593977,-80.6151617749,9.791,27.8457488434,4.2484820509e-6,16.1001140432,-0.004330415,4874,247,0.875,0.006,104,82.6,2.137,0.015,5.598e5,0,0.079,0.574,0.665,0.395,0.149,0.03,8.142,7.807,-2.857e-5,0,0,0,0,3.916,4.729e-4,10,80,59.7594980321,0.0265336755,2.089,11.958,958.4,338.546,0.05,0.118
9.673,468.071,2.201,-9.693,3.124,9.695,24.568,0.008,24.568,0.0196123453,2.218,0.189,28.590593977,-80.6151617749,9.791,32.0856365273,4.2226989501e-6,16.3865929407,-0.0041774353,4874,247,0.875,0.006,103.2,82.6,2.058,0.014,5.357e5,0,0.066,0.577,0.608,0.398,0.149,0.03,9.513,6.316,-3.778e-4,0,0,0,0,4.414,4.289e-4,10,80,58.957357119,0.0266711854,2.12,11.958,958.4,338.545,0.05,0.118
9.723,468.169,1.716,-9.679,2.796,9.681,24.679,0.008,24.679,0.0197097482,2.208,0.201,28.590593977,-80.6151617749,9.791,36.6120031089,4.3602088209e-6,16.5584802793,-0.0039986725,4874,247,0.875,0.006,102.5,82.6,1.992,0.014,5.157e5,0,0.054,0.581,0.533,0.402,0.149,0.03,11.12,4.9,-1.822e-4,0,0,0,0,4.879,3.898e-4,10,80,58.1552162058,0.0268029657,2.149,11.957,958.3,338.545,0.05,0.118
9.773,468.242,1.233,-9.673,2.52,9.675,24.789,0.009,24.789,0.019807151,2.198,0.2,28.590593977,-80.6151617749,9.791,41.0237781314,4.1275879561e-6,16.7303676178,-0.0035523383,4874,247,0.875,0.006,102.1,82.6,1.947,0.013,4.84e5,0,0.041,0.586,0.457,0.407,0.149,0.03,12.732,3.361,3.038e-4,0,0,0,0,5.627,3.572e-4,10,80,57.2957795131,0.0269232868,2.021,11.956,958.3,338.544,0.05,0.118
9.823,468.292,0.748,-9.758,2.313,9.758,24.899,0.009,24.899,0.0198988242,2.189,0.061,28.590593977,-80.6151617749,9.791,46.008510949,4.4318285453e-6,16.7876633973,-0.0030578758,4874,247,0.875,0.006,119.4,82.6,3.681,0.012,4.555e5,0,0.029,0.591,0.368,0.412,0.149,0.03,4.288,-2.804,3.048e-4,0,0,0,0,6.404,3.331e-4,10,80,56.4363428204,0.0270378784,1.88,11.956,958.3,338.544,0.05,0.119
9.873,468.317,0.261,-9.755,2.201,9.755,25.008,0.009,25.008,0.0199962271,2.186,0.06,28.590593977,-80.6151617749,9.791,51.9672720184,4.2599412068e-6,16.6730718383,-0.0029662025,4874,247,0.875,0.006,120,82.6,3.74,0.012,4.514e5,0,0.02,0.592,0.265,0.413,0.149,0.03,4.438,-4.495,-4.544e-4,0,0,0,0,6.433,3.205e-4,10,80,55.6342019072,0.0271467403,1.905,11.956,958.3,338.544,0.05,0.119
# Event APOGEE occurred at t=9.923 seconds
